time_s,laser,input_power_W,deposited_power_W,absorptivity
0.0001332664099,laser0,95,23.34329537,0.2457188986
0.0001334234204,laser0,95,23.33511787,0.2456328197
0.0001335804797,laser0,95,23.31411818,0.2454117703
0.0001337376092,laser0,95,23.33802305,0.2456634005
0.0001338948256,laser0,95,23.33919141,0.2456756991
0.0001340737277,laser0,95,23.27600172,0.2450105444
0.0001342769018,laser0,95,23.23780295,0.2446084521
0.0001345058806,laser0,95,23.2392738,0.2446239348
0.0001347618786,laser0,95,23.24233263,0.2446561329
0.0001350421492,laser0,95,23.21445686,0.2443627038
0.0001353324673,laser0,95,23.23285501,0.2445563686
0.0001356326271,laser0,95,23.21481244,0.2443664468
0.0001359424018,laser0,95,23.21012798,0.2443171366
0.0001362623332,laser0,95,23.26974776,0.2449447133
0.0001365942223,laser0,95,23.29015507,0.245159527
0.0001369389044,laser0,95,23.27992073,0.2450517972
0.0001372826999,laser0,95,23.31756784,0.2454480826
0.0001376228561,laser0,95,23.30403891,0.2453056727
0.0001379597095,laser0,95,23.27211858,0.2449696693
0.0001382931296,laser0,95,23.26784677,0.2449247029
0.0001386229128,laser0,95,23.22006753,0.2444217634
0.0001389477636,laser0,95,23.22280564,0.2444505857
0.0001392690812,laser0,95,23.19733767,0.2441825017
0.0001395881945,laser0,95,23.16969236,0.2438914985
0.0001399054071,laser0,95,23.15795627,0.2437679607
0.0001401627867,laser0,95,23.18602445,0.2440634152
0.0001404514948,laser0,95,23.15039994,0.2436884204
0.0001407561899,laser0,95,23.12293954,0.2433993636
0.0001410522835,laser0,95,23.07172748,0.2428602892
0.0001413419655,laser0,95,23.07404952,0.2428847317
0.0001416261806,laser0,95,23.04804927,0.242611045
0.0001419056361,laser0,95,23.06317012,0.2427702118
0.0001421811322,laser0,95,23.07840212,0.2429305486
0.0001424528133,laser0,95,23.03432273,0.2424665551
0.0001427213242,laser0,95,23.04814153,0.2426120161
0.0001429868554,laser0,95,23.05107034,0.2426428457
0.0001432497451,laser0,95,22.96365808,0.2417227166
0.0001435101811,laser0,95,22.9789958,0.2418841663
0.0001437683965,laser0,95,22.99903333,0.2420950876
0.0001440245409,laser0,95,23.00168442,0.2421229939
0.0001442787646,laser0,95,23.03144998,0.2424363156
0.0001445327511,laser0,95,23.09377599,0.2430923789
0.0001447839346,laser0,95,23.05223841,0.2426551412
0.0001450308384,laser0,95,23.07580657,0.2429032271
0.0001452731979,laser0,95,23.08454995,0.2429952626
0.0001454229132,laser0,95,23.07089988,0.2428515776
0.0001456025716,laser0,95,23.08828953,0.2430346266
0.0001458169776,laser0,95,23.15287485,0.2437144721
0.0001460664227,laser0,95,23.14479089,0.2436293778
0.0001463507457,laser0,95,23.11165233,0.2432805508
0.000146668096,laser0,95,23.08119141,0.2429599096
0.0001469838899,laser0,95,23.06067189,0.2427439146
0.000147291457,laser0,95,23.16984019,0.2438930546
0.000147589288,laser0,95,23.16339621,0.2438252233
0.0001478746656,laser0,95,23.08636135,0.24301433
0.0001481467159,laser0,95,23.08809125,0.2430325395
0.0001484102835,laser0,95,23.06648213,0.2428050751
0.0001486758211,laser0,95,23.038752,0.2425131789
0.000148942607,laser0,95,23.02463066,0.2423645332
0.0001492126376,laser0,95,23.02458934,0.2423640983
0.000149483368,laser0,95,23.02976985,0.24241863
0.0001497550191,laser0,95,23.01772984,0.242291893
0.0001500266537,laser0,95,23.01309364,0.2422430909
0.0001502992934,laser0,95,23.0079236,0.2421886694
0.000150573614,laser0,95,23.00957299,0.2422060314
0.0001508462876,laser0,95,23.03242199,0.2424465473
0.0001511163152,laser0,95,23.05956753,0.2427322898
0.0001513930612,laser0,95,23.08082793,0.2429560835
0.0001516738155,laser0,95,23.07842931,0.2429308348
0.0001519547977,laser0,95,23.08373208,0.2429866535
0.0001522427654,laser0,95,23.07963805,0.2429435584
0.0001525285015,laser0,95,23.07347591,0.2428786938
0.0001528139941,laser0,95,23.09873401,0.2431445686
0.0001531025276,laser0,95,23.09798207,0.2431366533
0.0001533911103,laser0,95,23.09864262,0.2431436066
0.0001536809407,laser0,95,23.11798346,0.2433471943
0.0001539725123,laser0,95,23.10403894,0.2432004099
0.0001542672422,laser0,95,23.10829729,0.2432452346
0.0001545652038,laser0,95,23.12221576,0.2433917449
0.0001548670309,laser0,95,23.12567836,0.2434281933
0.000155174975,laser0,95,23.13792675,0.2435571237
0.0001554891451,laser0,95,23.12331487,0.2434033144
0.0001558034765,laser0,95,23.1396857,0.243575639
0.0001561142054,laser0,95,23.13796679,0.2435575452
0.000156429893,laser0,95,23.11312524,0.2432960552
0.0001565250528,laser0,95,23.11282306,0.2432928744
0.0001566392446,laser0,95,23.11437491,0.2433092095
0.0001567762747,laser0,95,23.11370326,0.2433021396
0.0001569407109,laser0,95,23.10903813,0.2432530329
0.0001571380343,laser0,95,23.1414321,0.2435940221
0.0001573705946,laser0,95,23.21166946,0.2443333628
0.0001576378456,laser0,95,23.23370852,0.2445653528
0.0001579393328,laser0,95,23.21037799,0.2443197683
