time_s,laser,input_power_W,deposited_power_W,absorptivity
0.00011,laser0,156,59.23913323,0.3797380335
0.00011025,laser0,156,59.2522514,0.3798221244
0.0001105,laser0,156,59.28432947,0.380027753
0.00011075,laser0,156,59.30722167,0.3801744979
0.0001109934211,laser0,156,59.30516052,0.3801612854
0.0001112368421,laser0,156,59.33991553,0.3803840739
0.0001114802632,laser0,156,59.31709559,0.3802377922
0.0001117236842,laser0,156,59.3551293,0.380481598
0.0001119671053,laser0,156,59.36129019,0.380521091
0.0001122105263,laser0,156,59.36845814,0.3805670393
0.0001124539474,laser0,156,59.40274893,0.3807868521
0.0001126897615,laser0,156,59.45868994,0.3811454484
0.0001129112839,laser0,156,59.44776173,0.3810753957
0.0001131260935,laser0,156,59.44251257,0.3810417472
0.0001133282672,laser0,156,59.45658673,0.3811319662
0.0001135244946,laser0,156,59.4634565,0.3811760032
0.0001137207221,laser0,156,59.4658438,0.3811913064
0.0001139232794,laser0,156,59.40840293,0.3808230957
0.0001141483431,laser0,156,59.42412208,0.3809238595
0.0001143824094,laser0,156,59.37503435,0.3806091946
0.000114607113,laser0,156,59.3085101,0.380182757
0.0001148318167,laser0,156,59.23417822,0.3797062706
0.0001150667341,laser0,156,59.22026268,0.3796170685
0.0001152909734,laser0,156,59.19335073,0.379444556
0.0001155152128,laser0,156,59.20333975,0.3795085881
0.0001157394522,laser0,156,59.21727503,0.3795979169
0.0001159761493,laser0,156,59.18657342,0.3794011117
0.0001162128464,laser0,156,59.1844033,0.3793872006
0.0001164495435,laser0,156,59.12798523,0.3790255464
0.0001166862406,laser0,156,59.05822042,0.3785783361
0.0001169229377,laser0,156,59.01362099,0.3782924423
0.0001171596348,laser0,156,58.96601257,0.3779872601
0.0001173963319,laser0,156,58.96201302,0.3779616219
0.0001176133042,laser0,156,58.94528959,0.3778544205
0.0001178302766,laser0,156,58.9037862,0.3775883731
0.0001180472489,laser0,156,58.83829017,0.3771685268
